Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Cluster
Dum Dum,Kolkata,A1 Haji Fast Food Centre,300.0,4.2,100.0,"Biryani,North Indian,Street Food",Near Laxmi Narayan Mandir Dum Dum,72.0,0
Amroli,Surat,Raja Omelette 2,200.0,2.9,80.0,Fast Food,Amroli,66.0,1
Egmore,Chennai,Juice Forest,250.0,4.4,500.0,"Healthy Food,Juices,Beverages,Desserts",Montieth Road,33.0,0
Tala,Kolkata,Kaviar,200.0,4.0,100.0,"North Indian,Chinese",K.B Saranibelgachia,68.0,0
Ashok Nagar,Bangalore,The Flying Squirrel,450.00000000000006,2.9,80.0,Cafe,Central Bangalore,40.0,1
Sector 7 Rohini,Delhi,Bingers Biryani,200.0,2.9,80.0,"Biryani,Fast Food",Rohini,38.0,0
Sovabazar,Kolkata,Ganguram-Beadon Street,200.0,4.4,500.0,Sweets  Desserts,Maniktala,36.0,0
Ashok Nagar,Bangalore,Frosty Crumble,450.00000000000006,4.9,20.0,"Desserts,Ice Cream,Beverages",Residency Road,36.0,0
Srirampura,Bangalore,Hyderabad Biriyani House,500.0,4.2,500.0,"Biryani,Chinese,Hyderabadi,Andhra,Fast Food",Malleshwaram,45.99999999999999,0
Dhankawadi,Pune,Cafe Pizza Bites,300.0,3.4999999999999996,50.0,Fast Food,Katraj,79.0,0
Banjara Hills,Hyderabad,Starbucks Coffee,400.0,4.2,500.0,Beverages  Ice Cream,Gvk1 Mall,58.00000000000001,1
Ashok Nagar,Bangalore,Starbucks Coffee,400.0,4.2,100.0,Beverages,Lavelle Road,44.0,1
New Rander Road,Surat,Super Tandoor,400.0,3.6,50.0,"Fast Food,North Indian",Rander,58.00000000000001,1
Begampura,Surat,Raj Fast Food,250.0,2.9,80.0,Indian,Zampa Bazar,45.0,1
Egmore,Chennai,Writer'S Cafe,400.0,4.4,500.0,"Continental,Italian",Ethiraj Salai,45.0,1
Sayedpura,Surat,Super Seekh Paratha And Chinese,400.0,4.1,500.0,Fast Food,Shahpore,38.0,1
Karve Nagar,Pune, Hotel Rangda,200.0,2.9,80.0,Indian,Karvenagar,63.0,0
Vastrapur,Ahmedabad,Chaska Punjab Da,450.00000000000006,2.9,80.0,"North Indian,Chinese,Biryani,Continental,Punjabi,Italian,Fast Food,European,Mexican,Thai,Thalis,Indian",Vastrapur,47.0,0
Koregaon Park,Pune,Dhaba Shaba Veg Bistro,550.0,4.4,100.0,"North Indian,Biryani,Chinese,Combo,Thalis,Snacks,Desserts",South Main Roadkoregaon,56.0,0
Palanpur Jakatnaka,Surat,Noman Amdawadi Tawafry,250.0,4.1,100.0,"Mughlai,North Indian,Indian,Chinese,Tandoor,Hyderabadi",Palanpur Jakatnaka,58.00000000000001,1
Andheri East,Mumbai,Marol Darbar,300.0,3.8,50.0,North Indian  Chinese  Mughlai  Fast Food  Desserts  Juices,Andheri East,53.99999999999999,1
Rander,Surat,Lijjat Tawa Fry,350.0,4.0,500.0,"North Indian,Biryani,Mughlai",Mora Bhagal,59.0,1
Rohini,Delhi,Slurppy- The Shake Factory,400.0,2.9,80.0,"Fast Food,Italian,Beverages,Desserts,Continental,Pastas",Sector 11,59.0,1
Topsia,Kolkata,Blue Star Restaurant,300.0,4.3,500.0,Mughlai,Ruby,57.0,0
Koregaon Park,Pune,Yonies Pizza,550.0,4.6,20.0,"Pizzas,Italian",Koregaon Park,65.0,1
Royapettah,Chennai,Oh My Shawarma,200.0,4.4,100.0,Arabian,Royapettah,47.0,1
Andheri East,Mumbai,More'S Family Restaurant & Bar,500.0,4.0,20.0,North Indian  Chinese,Marol Sakinaka,59.0,1
Danilimda,Ahmedabad,Sab Kabab,450.00000000000006,4.2,100.0,North Indian,Maninagar,38.0,1
Chowk Bazar,Surat,Sabir Chicken,300.0,4.1,500.0,"Mughlai,North Indian,Punjabi,Barbecue,Combo",Chowk Bazar,39.0,1
Wanowrie,Pune,Vishal Restaurant,200.0,4.2,100.0,"North Indian,Indian,Punjabi,Tandoor,Chinese,Biryani,Kerala,Snacks,Beverages",Wanowrie,59.0,1
Ballygunge,Kolkata,Julie'S Kitchen,250.0,2.9,80.0,Indian,Central Kolkata,67.0,0
Banjara Hills,Hyderabad,Ubq By Barbeque Nation,300.0,3.7,500.0,"North Indian,Chinese,Biryani",Banjara Hills,57.0,1
Bopodi,Pune,Mm Restaurant,200.0,4.2,100.0,"Indian,Chinese",Bopodi,55.0,1
Elgin,Kolkata,Dariole,150.0,4.7,100.0,Desserts,Theatre Road,48.0,0
Sector 8 Rohini,Delhi,Shakes House By Vhc,150.0,2.9,80.0,"Beverages,Continental,Italian,Combo,Desserts,Snacks",Autram Lines,51.0,1
Saki Naka,Mumbai,Supreme Chinese,250.0,3.3,100.0,"Chinese,North Indian,Biryani,Thai",Sakinaka,49.0,1
Mahadev Nagar Tekra,Ahmedabad,Krishna Chinese Bhajipav & Punjabi,200.0,3.6,100.0,"South Indian,Chinese,Fast Food",Vastral,47.0,0
Saki Naka,Mumbai,Supreme Kitchen,350.0,3.4,20.0,"Indian,Chinese,Pizzas",Marol Sakinaka,49.0,1
Old Washermanpet,Chennai,Star Biriyani And Fast Food,200.0,2.9,80.0,"North Indian,Biryani,Kebabs",Royapuram,53.0,1
Saki Naka,Mumbai,Supreme Biryani,200.0,3.0,100.0,"Biryani,Chinese",Marol Sakinaka,48.0,1
Domlur,Bangalore,Rang De Basanti Dhaba,300.0,4.2,1000.0,"North Indian,Kebabs,Biryani,Snacks,Combo,Punjabi,Desserts,Tandoor,Indian",Stage 2,55.0,1
Banjara Hills,Hyderabad,Combo Stories By 10D Express,200.0,4.1,20.0,"Chinese,Indian,Thalis,North Indian,Pan-Asian,Oriental,Kebabs,Tandoor,Fast Food,Desserts,Asian,Combo,Grill,Hyderabadi,Lucknowi,Mughlai,Bowl Company, Keventers & more",Banjara Hills,66.0,0
Purasaiwakkam,Chennai,Hotel Farook,450.00000000000006,4.3,1000.0,"South Indian,Arabian",Purasavakkam,37.0,0
Arumbakkam,Chennai,Go Grill,300.0,4.1,20.0,"North Indian,Grill,Biryani,Snacks",Arumbakkam,72.0,0
Koregaon Park,Pune,The Cheesecake Pops,300.0,4.5,50.0,"Desserts,Bakery",Koregaon Park,45.99999999999999,1
Gandhi Nagar,Chennai,Al Souk,400.0,4.3,50.0,"Juices,Grill,Arabian",Anderson Road,51.0,0
Nungambakkam,Chennai,Nolita,1200.0,4.1,100.0,"Italian,Beverages,Ice Cream,Pizzas,Snacks,Desserts,Pastas,Greek,Salads,Continental",Nungambakkam,51.0,1
Perambur,Chennai,Lassi Nation,200.0,3.7,100.0,Beverages,Peravallur,60.0,0
Chandrayangutta,Hyderabad,Ruby Restaurant,250.0,3.6,100.0,Biryani  Indian  Hyderabadi  Fast Food  Haleem,Charminar,67.0,1
Koregaon Park,Pune,Grandmama'S Cafe,900.0000000000001,3.7,20.0,"American,Italian,Continental,Indian",Koregaon Park,58.00000000000001,0
Andheri East,Mumbai,Al Hamdan Restaurant,400.0,3.6,100.0,North Indian  Mughlai  Biryani  Beverages  Afghani  Desserts,Marol Sakinaka,50.00000000000001,0
Powai Area,Mumbai,Roots Of India,1000.0,4.0,50.0,"North Indian,Chinese,Biryani,Kebabs,Mughlai,Asian,Oriental",Powai Area,53.0,1
Anna Nagar,Chennai,Bib -  English Breakfast In The Box,300.0,4.4,100.0,Continental,Anna Nagar East,71.0,0
Anna Nagar,Chennai,Omleterian,250.0,4.3,50.0,"Healthy Food,Snacks",Anna Nagar East,67.0,1
Adajan,Surat,Mahesh Bhandari Chicken Center,200.0,3.7,100.0,North Indian,Adajan Char Rasta,45.99999999999999,1
Triplicane,Chennai,Hotel Rhiya,300.0,2.9,80.0,"South Indian,Indian,Fast Food,Biryani,Chinese",Triplicane,49.0,0
Thousand Lights,Chennai,Blind Ch3Mistry,600.0,4.1,20.0,"Italian,Beverages,Asian",Nungambakkam,51.0,0
Shivaji Nagar,Bangalore,Metropole Restaurant,300.0,2.9,80.0,"South Indian,North Indian,Chinese,Fast Food",Shivaji Nagar,48.0,1
Bibwewadi,Pune,Roll Bites,200.0,2.9,80.0,"Fast Food,Beverages",Yerwada,51.0,1
Kodambakkam,Chennai,Sri Saikarthi Andhara Curries And Snacks,150.0,4.0,100.0,"Kerala,Chettinad,Andhra",Sivan Kovil Street,74.0,1
Kalighat,Kolkata,Burnt Garlic,1100.0,2.9,80.0,"Continental,Chinese,Italian,American",Desapriya Park,79.0,0
Koramangala,Bangalore,Kerala Food Club,250.0,4.2,500.0,"Kerala,Chinese,Biryani,Seafood,South Indian",Nanjappa Layout,52.0,0
Kavadiguda,Hyderabad,4M Biryani House,250.0,4.1,9999.999999999998,"Biryani,North Indian,Chinese",Nallakunta & Vidyanagar,41.0,0
Maniktala Main Rd,Kolkata,Story Of Food,200.0,4.4,100.0,"Bengali,Snacks,Beverages,Combo,Thalis",Kankurgachi,61.0,1
Habsiguda,Hyderabad,Amul Hav Mor @ Ice Crm Den,200.0,4.1,20.0,"Ice Cream,Desserts,Beverages",Uppal,52.0,0
Kalina,Mumbai,Al-Kabeer Arabian Shawarma & Momos,200.0,4.2,20.0,"Tibetan,Lebanese,Fast Food,Tandoor",Scruz Bandra East,38.0,0
Egmore,Chennai,Basheer Bai Briyani,200.0,4.0,100.0,"South Indian,Indian,Biryani",Egmore,34.0,0
Bibwewadi,Pune,Shawarma Spot,200.0,3.4999999999999996,50.0,"Lebanese,Fast Food",Koregaon Park,47.0,1
Dilsukhnagar,Hyderabad,Sahadeva Reddy'S Southern Spice,200.0,4.3,500.0,South Indian,Kothapet & Dilsukhnagar,38.0,1
Erandwane,Pune,Sai Chinese,250.0,3.2,100.0,Chinese,Parvati Sadan Erandwane,47.0,1
Shivajinagar,Pune,Surve'S Pure Non-Veg,550.0,4.0,100.0,Maharashtrian,Shivaji Nagar,38.0,1
Sion Bhakti Park,Mumbai,Venus Pure Veg,300.0,4.3,20.0,Indian,Sion Bhakti Park,48.0,1
Dharavi,Mumbai,Sudarshan Lunch Home,350.0,2.9,80.0,"Indian,Tandoor ,indian",Sion Bhakti Park,51.0,1
Ghatkopar,Mumbai,Malvani Chaska,300.0,4.2,100.0,North Indian  Seafood,Ghatkopar Vikhroli,59.0,1
Baranagar,Kolkata,A1 Haji Fast Food,300.0,3.8999999999999995,500.0,"Mughlai,Indian,Chinese",North Dumdum,64.0,0
Narayan Peth,Pune,New Apurwai Non Veg,350.0,2.9,80.0,Indian,Swargate,35.0,1
Chennai,Chennai,Madurai Sri Thevar Hotel,300.0,3.8,500.0,South Indian,Parrys,36.0,1
George Town,Chennai,Srb Hyderabad Biryani,300.0,2.9,80.0,"Fast Food,Biryani,Chinese,Grill,Arabian",Tondairpet,64.0,1
Bowbazar,Kolkata,Star Zoya Biryani,200.0,3.8,20.0,Biryani,Nirmal Chandra Street,36.0,1
Ashok Nagar,Chennai,Bbq Bro'S,350.0,4.0,50.0,"Barbecue,Snacks,Beverages,Lebanese,Fast Food",Ashok Nagar,88.0,0
Sivanchetti Gardens,Bangalore,Mrs Hotel,200.0,2.9,80.0,North Indian,Vivekananda Road,45.0,1
Royapettah,Chennai,Aks Kabab,300.0,4.1,50.0,"South Indian,Indian,Fast Food,Street Food,Kebabs,Mughlai",Nallala Street,49.0,0
Athwa,Surat,Amdavadi Tawa Fry,300.0,4.4,100.0,Fast Food,Nr Floral Garden,56.0,0
Piplod,Surat,Shawarma Shop-Amdavadi Tawa Fry,300.0,4.4,50.0,Snacks,Opp Rahul Raj Mall,56.0,1
Kestopur,Kolkata,Bangaliyna,200.0,3.7,500.0,"North Indian,Chinese,Biryani,Bengali",Kestopur,77.0,0
Nungambakkam,Chennai,Crisp Cafe,400.0,4.6,20.0,"North Indian,Italian,Beverages,Juices,Ice Cream,Pizzas,Desserts,Pastas,Cafe",Kothari Road,58.00000000000001,0
Dhankawadi,Pune,New Arabian Grills,500.0,4.0,100.0,"Arabian,Biryani,Indian",Bharti Vihar,69.0,1
Taltala,Kolkata,The Cooking Co.,600.0,2.9,80.0,"Thai,Chinese",Lindsay Street,59.0,1
Sector 9 Rohini,Delhi,Wat-A-Burger! - India Ka Burger,200.0,4.0,100.0,"Fast Food,American,Indian,Snacks,Desserts,Beverages",Sector 7,30.0,1
Indiranagar,Bangalore,Bob'S Bar,300.0,4.3,100.0,"South Indian,North Indian,Fast Food,Desserts",Indiranagar,55.0,0
Baranagar,Kolkata,24 Grains,500.0,4.2,50.0,"Indian,Chinese,Biryani,Tandoor,North Indian,Kebabs,Middle Eastern",North Dumdum,66.0,0
Darulshifa,Hyderabad,Pista House,200.0,4.1,1000.0,Bakery  Pizzas  Haleem,Naya Pool   Charminar,37.0,1
Old Malakpet,Hyderabad,Lassi Shop - Malakpet,100.0,3.4999999999999996,20.0,Ice Cream,Kothapet & Dilsukhnagar,37.0,0
Rohini,Delhi,Binger'S Tandoori Momos,250.0,2.9,80.0,Chinese,Shiva Road Above Tuli Property,45.0,0
Pitam Pura,Delhi,Second Wife,300.0,2.9,80.0,"Fast Food,Italian",Nsp,58.00000000000001,1
Pitam Pura,Delhi,Grand Peshawari,400.0,2.9,80.0,"North Indian,Mughlai",Nsp,59.0,0
Pitam Pura,Delhi,Bad Food,200.0,2.9,80.0,"Italian,American,Beverages",Rohini,63.0,0
Banjara Hills,Hyderabad,Seasons Xprs,200.0,4.1,100.0,"Lebanese,Arabian",Banjara Hills,67.0,1
Yakutpura,Hyderabad,Lazzat Restaurant,400.0,4.0,1000.0,"Biryani,North Indian,Chinese,Fast Food,Haleem",Charminar,47.0,0
Koregaon Park,Pune,Huber & Holly,500.0,4.6,100.0,"Desserts,Ice Cream,Snacks,Pizzas,Pastas",Koregaon Park,45.0,0
Andheri East,Mumbai,Sahara Family Restaurant,400.0,4.0,20.0,North Indian  Chinese  Biryani  Desserts,Andheri East,53.0,1
Begampura,Surat,Ahmedi Hotel,200.0,4.0,100.0,"Mughlai,Desserts",Zampa Bazar,40.0,0
Begampura,Surat,Mp Partha And Omlette,200.0,4.1,1000.0,North Indian,Zampa Bazar,35.0,1
Begampura,Surat,Huseni Restaurant,200.0,2.9,80.0,Indian,New Textile Market,38.0,0
Shivaji Nagar,Bangalore,Main Lassi Shop,250.0,3.8,100.0,"Beverages,Juices,Ice Cream,Pizzas,Desserts",Shivaji Nagar,38.0,1
Vadapalani,Chennai,Vivikta Chapati Shop,150.0,2.9,80.0,South Indian,Vadapalani,76.0,1
Saki Naka,Mumbai,Jamie'S Pizzeria By Jamie Oliver,800.0,3.8999999999999995,100.0,"Pizzas,Italian,European,Salads",Kurla,53.99999999999999,0
Adajan,Surat,Hot Sauce Chinese,250.0,2.9,80.0,Chinese,Adajan Patiya,48.0,0
Saijpur Bogha,Ahmedabad,Lajawab Dry & Fry,250.0,3.8,1000.0,"North Indian,Biryani,Mughlai,Combo",Naroda,53.0,0
Bhimrad,Surat,Midnight Chicken Center,300.0,4.1,100.0,"North Indian,Mughlai,Chinese",Bhimrad Road,34.0,1
Piplod,Surat,Dinesh Health Kitchen,300.0,3.8,20.0,"Healthy Food,Fast Food",Opp Surat Gymkhana,59.0,0
Saki Naka,Mumbai,Hunger Point,400.0,2.7,50.0,Fast Food,Marol Sakinaka,40.0,0
Express Avenue Mall,Chennai,Jonah'S Bistro,600.0,4.5,50.0,"Italian,Continental,Pastas",Express Avenue,53.99999999999999,0
Shyam Bazar,Kolkata,North Pole,200.0,2.9,80.0,Fast Food  Beverages,Fariapukur,53.0,1
Raja Annamalai Puram,Chennai,Radio Room,1200.0,4.2,20.0,Indian,Mrc Nagar,83.0,1
Rohini,Delhi,Tasty Tasty Home Made Food,200.0,2.9,80.0,North Indian,Rohini,38.0,1
Thousand Lights,Chennai,Starbucks Coffee,400.0,4.4,100.0,"Beverages,Ice Cream",Bergamo Mall,38.0,1
Shenoy Nagar,Chennai,The Fat Boy,400.0,4.4,500.0,"Italian,Beverages,Juices,Pizzas",Shenoy Nagar,59.0,1
Rohini,Delhi,Tandoori Momos Wala,200.0,2.9,80.0,Chinese,Sector 7,47.0,1
Ayanavaram,Chennai,Arabian Grills,150.0,3.6,100.0,"Chinese,Arabian",Aynavaram,50.00000000000001,0
Rohini,Delhi,Khana Khazana Food Van,300.0,3.4,50.0,Chinese,Rohini,44.0,0
Rohini,Delhi,Pizza Paradise By Vhc,150.0,4.8,20.0,"Pizzas,Beverages,Italian,Continental,Biryani,Desserts,Combo",Chattarpur,44.0,1
Yerawada,Pune,Hotel Sindhusagar,300.0,4.4,20.0,North Indian,Vishrantwadi,63.0,0
Choolaimedu,Chennai,Juice Park,100.0,4.4,50.0,Juices,Choolaimedu,60.0,0
Wanwadi,Pune,Swad Punjab Da,350.0,4.1,20.0,"North Indian,Chinese",Shivarkar Road,65.0,1
Hyderabad,Hyderabad,Shah Ghouse Cafe & Restaurant,350.0,4.1,4999.999999999999,"Biryani,Chinese,Tandoor,Mughlai,North Indian",Lakdikapool,47.0,1
Bidhannagar,Kolkata,Saanvi'S Kitchen,350.0,3.8999999999999995,50.0,South Indian  Chinese  Fast Food  Continental  North Indian  Biryani  Mughlai  Snacks,Sector 5  Salt Lake,81.0,1
Moti Nagar,Delhi,Budget Bite,300.0,2.9,80.0,"Chinese,Snacks,Fast Food",Kirti Nagar,74.0,0
East Kolkata Township,Kolkata,Millie'S,300.0,4.5,20.0,Bakery  Desserts,Kasba,84.0,1
Annanagar East,Chennai,Silver Spoon,500.0,4.3,100.0,"North Indian,South Indian,Indian,Grill,Arabian,Kebabs,Tandoor",Anna Nagar East,64.0,1
Dhankawadi,Pune,Hotel Chandralok,200.0,2.9,80.0,"Chinese,Snacks",Dhankawadi,67.0,0
Banjara Hills,Hyderabad,Ocean'S Basket,1499.9999999999998,3.8,20.0,Seafood,Banjara Hills,74.0,1
Sudhama Nagar,Bangalore,Hotel Revoli Inn,400.0,4.0,50.0,"Indian,Chinese,Tandoor,South Indian",Shantinagar,38.0,0
Shahpur,Ahmedabad,Lajawab Restaurant,500.0,3.4,20.0,"Mughlai,Indian",Shahibagh,45.0,0
Agarkar Nagar,Pune,Sagar,550.0,4.6,20.0,"North Indian,South Indian,Chinese",Camp,30.999999999999996,1
Annanagar East,Chennai,Desi Street,200.0,4.2,100.0,"North Indian,Indian,Grill,Street Food,Kebabs,Tandoor,Chaat,Biryani",Annanagar,66.0,0
Arumbakkam,Chennai,Halal Kattu Biryani,250.0,4.1,500.0,"Indian,Biryani,Chinese",Arumbakkam,61.99999999999999,0
Thousand Lights,Chennai,Taco Bell,300.0,4.3,500.0,Mexican,Express Avenue,53.0,1
Pathar Gatti,Hyderabad,Al Akbar Fast Food,200.0,4.2,100.0,"Chinese,North Indian",Charminar,38.0,0
Shenoy Nagar,Chennai,Indian Biriyani House,300.0,4.0,50.0,"Indian,Biryani,Chinese",Shenoy Nagar,58.00000000000001,0
Chembur,Mumbai,Bistro89,400.0,2.9,80.0,"Indian,Italian,Chinese",Chembur,45.0,0
Choolai,Chennai,Best Fast Food,250.0,3.8999999999999995,20.0,Chinese,Vepery,30.0,0
Mohammed Wadi,Pune,Largo Pizzeria,600.0,3.6,50.0,"Pizzas,Beverages",Kondhwa,72.0,0
Victoria Layout,Bangalore,Hyderabad Biryaani House,499.0,4.3,100.0,Indian,Central Bangalore,35.0,0
Sector 6 Rohini,Delhi,Veerji Malai Chaap Wale (Rohini),400.0,3.8,500.0,"North Indian,Snacks",Sector 7 Rohini,28.0,1
Hatibagan,Kolkata,Monginis - Girish Park,150.0,4.1,20.0,Desserts,Girish Park Metro,40.0,1
Entally,Kolkata,Chokherkhida,150.0,4.3,100.0,"Fast Food,Chinese",Entally,41.0,0
Dum Dum,Kolkata,Khawabo Jatane,200.0,4.2,100.0,Thalis,South Dumdum,84.0,0
Teynampet,Chennai,Hotel Ananda,300.0,4.5,500.0,"North Indian,South Indian,Beverages",Teynampet,60.0,0
Adajan,Surat,Pizza Village,300.0,4.0,100.0,"Pizzas,Pastas,Chinese,Italian,American,Fast Food,Indian,Desserts",Eon Square,47.0,1
Purasaiwakkam,Chennai,Kaapi House,250.0,2.9,80.0,Beverages,Secretariat Colony,56.0,0
Bibwewadi,Pune,Nimantran Restaurant & Bar,1000.0,4.5,100.0,"North Indian,Chinese,Seafood,Fast Food",Bibwewadi,49.0,1
Ellisbridge,Ahmedabad,429 Restaurant,300.0,3.8999999999999995,20.0,"North Indian,Chinese,Mughlai",Ellis Bridge,32.0,0
Sangvi,Pune,Nimrah Biryani,250.0,2.9,80.0,"North Indian,Biryani,Chinese",Avalon City Dapodi,72.0,1
Sector 8 Rohini,Delhi,Royal Burger By Vhc,150.0,2.9,80.0,"Beverages,Snacks,Combo,Chinese,Continental,Italian,Pastas",Nsp,47.0,1
Haripura,Surat,Bhavin Omlet Centre,200.0,3.8999999999999995,100.0,Fast Food,Rampura,48.0,0
Deccan Gymkhana,Pune,Cafe Kathaa,550.0,2.9,80.0,"Continental,Healthy Food,Beverages",Shivaji Nagar,47.0,0
George Town,Chennai,Kanishka Kulfi,150.0,3.8,20.0,Ice Cream,Mint Street,50.00000000000001,0
Jodhpur Park,Kolkata,Chinise Mini Hut,300.0,4.4,20.0,Chinese,Kolkata Muncipal Corporation,87.0,0
Bidhannagar,Kolkata,Abcos Food Plaza,1200.0,4.3,100.0,"Bengali,Continental,North Indian,Chinese",Behind Columbia Asia Hospital,63.0,0
Lake Town,Kolkata,Swad Bodol,300.0,3.8999999999999995,20.0,"North Indian,Chinese",Lake Town,73.0,1
Ballygunge,Kolkata,Faasos - Wraps & Rolls,200.0,4.3,100.0,Combo  Snacks  Beverages  Desserts  Indian,First Lane,61.0,0
Andheri East,Mumbai,Shawarma Street,200.0,4.2,100.0,Fast Food,Andheri East,52.0,1
Gaddiannaram,Hyderabad,Bahar Biryani Cafe,350.0,4.0,100.0,"Biryani,North Indian,Chinese",Kothapet & Dilsukhnagar,50.00000000000001,0
Wanowrie,Pune,New Vishal Restaurant,300.0,3.8999999999999995,20.0,North Indian,Wanowrie,71.0,1
Kuber Nagar,Ahmedabad,New Krishna Bakery,200.0,2.9,80.0,Bakery,Kubernagar,80.0,1
Sector 13 Rohini,Delhi,Prashant Momos & Special Chinese Foods (Pure Veg),200.0,3.8999999999999995,100.0,Chinese,Rohini,52.0,1
Koramangala,Bangalore,Punjabi Unplugged,300.0,3.8999999999999995,500.0,"North Indian,Chinese,Indian,Mughlai",Koramangala 1St Block,53.99999999999999,1
New Magdalla,Surat,Zhingalala,900.0000000000001,4.1,20.0,"Seafood,Healthy Food,North Indian,Chinese",Luxuria Dumas Road,61.99999999999999,1
Powai,Mumbai,Tangra House - Food Of Kolkata,300.0,2.9,80.0,"Bengali,Chinese,Mughlai,Snacks",Sakinaka,48.0,1
Pitam Pura,Delhi,Deem Seem,20.0,2.9,80.0,North Indian,Pitampura,53.99999999999999,0
Aundh,Pune,Burger Craft,1000.0,4.5,100.0,"Fast Food,American,Beverages,Desserts",Aundh,66.0,0
Saki Naka,Mumbai,Sk Spice,300.0,3.0999999999999996,50.0,"North Indian,Chinese",Marol Sakinaka,47.0,1
Saki Naka,Mumbai,Supreme Bbq Kitchen,350.0,3.0,50.0,"North Indian,Chinese,Biryani",Sakinaka,55.0,1
Himayatnagar,Hyderabad,Asian Pizzeria,300.0,3.0,100.0,"Fast Food,Pizzas,Continental,Beverages,Desserts",Nallakunta & Vidyanagar,41.0,0
Shalimar Bagh,Delhi,Curry Company,600.0,2.9,80.0,"Mughlai,Chinese",Shalimar Bagh,70.0,0
Kothrud,Pune,Oye Kiddan,200.0,4.1,1000.0,"Punjabi,North Indian,Desserts,Thalis,Combo",Kothrud Oye Kiddan,65.0,1
Sagrampura,Surat,Mukesh Egg Center,300.0,2.9,80.0,Fast Food,Marvella Corridor Vesu,33.0,1
Surat,Surat,Tawakal Biryani Center,300.0,3.8,100.0,Fast Food,Chowk Bazar,34.0,1
Himayatnagar,Hyderabad,Huber & Holly,500.0,4.2,100.0,"Pizzas,Beverages,Desserts,Ice Cream,Italian,Pastas",Himayath Nagar,28.0,0
Malleshwaram,Bangalore,A-1 Biriyani Combo 75,260.0,3.4999999999999996,50.0,"Biryani,South Indian",Yeshwanthpura,61.99999999999999,0
Chembur,Mumbai,Famous Paratha Fast Food,300.0,2.9,80.0,Indian,Chembur,61.99999999999999,0
Kondhwa,Pune,Biryani Bowl,400.0,3.0999999999999996,20.0,"Biryani,North Indian",Paud Road Kothrud,73.0,0
Mumbai,Mumbai,Nawab Seekh Corner,550.0,4.4,500.0,North Indian,Kurla,34.0,1
Basavanagudi,Bangalore,Sandwich Guru,99.0,4.3,100.0,"Snacks,Beverages",Jayanagar,50.00000000000001,1
Teynampet,Chennai,Juice Cafe,300.0,4.1,100.0,"Juices,Pizzas,American,Biryani,Chinese,Snacks,Desserts,Beverages",Elago Salai Teynampet,58.00000000000001,0
Shivajinagar,Pune,Hotel Subhadraa,500.0,4.5,20.0,North Indian,Jangali Maharaj Road,38.0,0
Adajan,Surat,Swaad-E-Darbar,200.0,2.9,80.0,Fast Food,Pal,69.0,1
Sector 1 Rohini,Delhi,Guruh Cakes (100% Veg),150.0,3.7,100.0,"Bakery,Desserts,Fast Food,Chinese,Snacks",Sector-1,28.0,0
Shaniwar Peth,Pune,The Good Bowl,400.0,4.4,50.0,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",Shanivarpeth,33.0,1
Khar West,Mumbai,Just Frys,200.0,2.9,80.0,Fast Food,Opposite Singapore Arcade,58.00000000000001,0
Khar West,Mumbai,The Punjabi Co.,250.0,3.6,20.0,North Indian  Punjabi  Street Food  Mughlai  Biryani  Tandoor  Arabian,Opposite Singapore Arcade,61.99999999999999,1
Khar West,Mumbai,Punjabi Meal Box,350.0,3.8999999999999995,20.0,North Indian  Punjabi  Street Food  Mughlai  Biryani  Tandoor  Arabian,Opposite Singapore Arcade,59.0,1
Tagore Garden Extension,Delhi,Dashmesh Tiffin Service,300.0,2.9,80.0,"North Indian,Beverages",Tagore Garden Extension,75.0,0
Santacruz East,Mumbai,The Good Bowl,400.0,4.2,50.0,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",Bkc Fc,37.0,1
Ellisbridge,Ahmedabad,The Good Bowl,400.0,4.1,100.0,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",C G Road,30.0,1
Taltala,Kolkata,Rayyan Biryani,200.0,3.2,100.0,"Biryani,Mughlai",Esplanade,42.0,1
Paschim Vihar,Delhi,Sandoz Paschim Vihar,300.0,4.1,500.0,"North Indian,Chinese",Punjabi Bagh,49.0,1
Sector 9 Rohini,Delhi,Am2Pm Fitness Cafe,200.0,3.7,50.0,"Beverages,Thalis,Indian",Sector-9,53.0,0
Rohini,Delhi,The Good Bowl,400.0,4.2,50.0,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",Sector 8,40.0,1
Satellite,Ahmedabad,Sheeba Delicious,500.0,4.3,100.0,"North Indian,Chinese,Punjabi",Satellite,49.0,1
Beleghata,Kolkata,Fryman,350.0,4.2,100.0,"Chinese,South Indian,Combo",Beleghata Main Road,64.0,0
Anna Nagar,Chennai,Ramaas The Hyderabadi,600.0,4.2,500.0,"Hyderabadi,Indian,Tandoor",Shanthi Nagar,61.99999999999999,1
Bandra Area,Mumbai,Butterfly High,300.0,4.5,50.0,"Indian,South Indian,Chinese,Continental,Desserts",Scruz Bandra East,43.0,0
